Material;Dt.Saída;Nº Pedido;Requisitante / Destino;Unidade;Quantidade;Status
Luva;25/03/2020;309519;Santa Catarina;Unidade;25000;Entregue
Luva;25/03/2020;309519;Santa Catarina;Unidade;25000;Entregue
Luva;28/03/2020;310008;Santa Catarina;Unidade;2000;Entregue
Luva;28/03/2020;310008;Santa Catarina;Unidade;46000;Entregue
Luva;28/03/2020;310008;Santa Catarina;Unidade;27000;Entregue
Luva;28/03/2020;310008;Santa Catarina;Unidade;32000;Entregue
Luva;31/03/2020;310615;Santa Catarina;Unidade;16000;Entregue
Luva;31/03/2020;310615;Santa Catarina;Unidade;48000;Entregue
Luva;31/03/2020;310615;Santa Catarina;Unidade;38000;Entregue
Luva;31/03/2020;310615;Santa Catarina;Unidade;2000;Entregue
Luva;10/04/2020;311413;Santa Catarina;Unidade;18000;Entregue
Luva;10/04/2020;311413;Santa Catarina;Unidade;110000;Entregue
Luva;10/04/2020;311413;Santa Catarina;Unidade;88000;Entregue
Luva;10/04/2020;311413;Santa Catarina;Unidade;4000;Entregue
Luva;15/04/2020;311925;Santa Catarina;Unidade;60000;Entregue
Luva;15/04/2020;311925;Santa Catarina;Unidade;6000;Entregue
Luva;15/04/2020;311925;Santa Catarina;Unidade;6000;Entregue
Luva;15/04/2020;311925;Santa Catarina;Unidade;800;Entregue
Luva;30/04/2020;314032;Santa Catarina;Unidade;400;Entregue
Luva;19/03/2020;308802;São Paulo;Unidade;175000;Entregue
Luva;19/03/2020;308802;São Paulo;Unidade;175000;Entregue
Luva;19/03/2020;308802;São Paulo;Unidade;94000;Entregue
Luva;19/03/2020;308802;São Paulo;Unidade;175000;Entregue
Luva;19/03/2020;308802;São Paulo;Unidade;175000;Entregue
Luva;19/03/2020;308802;São Paulo;Unidade;175000;Entregue
Luva;25/03/2020;309515;São Paulo;Unidade;112000;Entregue
Luva;25/03/2020;309515;São Paulo;Unidade;192000;Entregue
Luva;25/03/2020;309515;São Paulo;Unidade;464000;Entregue
Luva;25/03/2020;309515;São Paulo;Unidade;192000;Entregue
Luva;25/03/2020;309515;São Paulo;Unidade;192000;Entregue
Luva;28/03/2020;310010;São Paulo;Unidade;2000;Entregue
Luva;28/03/2020;310010;São Paulo;Unidade;14000;Entregue
Luva;28/03/2020;310010;São Paulo;Unidade;295000;Entregue
Luva;28/03/2020;310010;São Paulo;Unidade;172000;Entregue
Luva;28/03/2020;310010;São Paulo;Unidade;204200;Entregue
Luva;31/03/2020;310616;São Paulo;Unidade;96000;Entregue
Luva;31/03/2020;310616;São Paulo;Unidade;312000;Entregue
Luva;31/03/2020;310616;São Paulo;Unidade;240000;Entregue
Luva;31/03/2020;310616;São Paulo;Unidade;14000;Entregue
Luva;10/04/2020;311414;São Paulo;Unidade;114000;Entregue
Luva;10/04/2020;311414;São Paulo;Unidade;702000;Entregue
Luva;10/04/2020;311414;São Paulo;Unidade;566000;Entregue
Luva;10/04/2020;311414;São Paulo;Unidade;28000;Entregue
Luva;15/04/2020;311929;São Paulo;Unidade;390000;Entregue
Luva;15/04/2020;311929;São Paulo;Unidade;44000;Entregue
Luva;15/04/2020;311929;São Paulo;Unidade;49000;Entregue
Luva;15/04/2020;311929;São Paulo;Unidade;5500;Entregue
Luva;30/04/2020;314034;São Paulo;Unidade;2700;Entregue
Luva;19/03/2020;308807;Sergipe;Unidade;9000;Entregue
Luva;19/03/2020;308807;Sergipe;Unidade;9000;Entregue
Luva;19/03/2020;308807;Sergipe;Unidade;5000;Entregue
Luva;19/03/2020;308807;Sergipe;Unidade;9000;Entregue
Luva;19/03/2020;308807;Sergipe;Unidade;9000;Entregue
Luva;19/03/2020;308807;Sergipe;Unidade;9000;Entregue
Luva;19/03/2020;308749;Sergipe;Unidade;500;Entregue
Luva;19/03/2020;308749;Sergipe;Unidade;2000;Entregue
Luva;19/03/2020;308749;Sergipe;Unidade;2000;Entregue
Luva;19/03/2020;308749;Sergipe;Unidade;1000;Entregue
Luva;19/03/2020;308749;Sergipe;Unidade;1000;Entregue
Luva;19/03/2020;308749;Sergipe;Unidade;2000;Entregue
Luva;25/03/2020;309479;Sergipe;Unidade;9000;Entregue
Luva;25/03/2020;309479;Sergipe;Unidade;9000;Entregue
Luva;25/03/2020;309479;Sergipe;Unidade;9000;Entregue
Luva;25/03/2020;309479;Sergipe;Unidade;9000;Entregue
Luva;25/03/2020;309479;Sergipe;Unidade;9000;Entregue
Luva;25/03/2020;309479;Sergipe;Unidade;9000;Entregue
Luva;28/03/2020;310009;Sergipe;Unidade;1000;Entregue
Luva;28/03/2020;310009;Sergipe;Unidade;15000;Entregue
Luva;28/03/2020;310009;Sergipe;Unidade;9000;Entregue
Luva;28/03/2020;310009;Sergipe;Unidade;10000;Entregue
Luva;31/03/2020;310617;Sergipe;Unidade;4000;Entregue
Luva;31/03/2020;310617;Sergipe;Unidade;16000;Entregue
Luva;31/03/2020;310617;Sergipe;Unidade;12000;Entregue
Luva;31/03/2020;310617;Sergipe;Unidade;2000;Entregue
Luva;10/04/2020;311415;Sergipe;Unidade;4000;Entregue
Luva;10/04/2020;311415;Sergipe;Unidade;34000;Entregue
Luva;10/04/2020;311415;Sergipe;Unidade;28000;Entregue
Luva;15/04/2020;311927;Sergipe;Unidade;18000;Entregue
Luva;15/04/2020;311927;Sergipe;Unidade;2000;Entregue
Luva;15/04/2020;311927;Sergipe;Unidade;2400;Entregue
Luva;15/04/2020;311927;Sergipe;Unidade;200;Entregue
Luva;30/04/2020;314035;Sergipe;Unidade;100;Entregue
Luva;19/03/2020;308798;Tocantins;Unidade;6000;Entregue
Luva;19/03/2020;308798;Tocantins;Unidade;6000;Entregue
Luva;19/03/2020;308798;Tocantins;Unidade;3000;Entregue
Luva;19/03/2020;308798;Tocantins;Unidade;6000;Entregue
Luva;19/03/2020;308798;Tocantins;Unidade;6000;Entregue
Luva;19/03/2020;308798;Tocantins;Unidade;6000;Entregue
Luva;19/03/2020;308754;Tocantins;Unidade;1000;Entregue
Luva;19/03/2020;308754;Tocantins;Unidade;1000;Entregue
Luva;19/03/2020;308754;Tocantins;Unidade;2000;Entregue
Luva;25/03/2020;309474;Tocantins;Unidade;5000;Entregue
Luva;25/03/2020;309474;Tocantins;Unidade;5000;Entregue
Luva;25/03/2020;309474;Tocantins;Unidade;5000;Entregue
Luva;25/03/2020;309474;Tocantins;Unidade;5000;Entregue
Luva;25/03/2020;309474;Tocantins;Unidade;5000;Entregue
Luva;25/03/2020;309474;Tocantins;Unidade;5000;Entregue
Luva;28/03/2020;310011;Tocantins;Unidade;1000;Entregue
Luva;28/03/2020;310011;Tocantins;Unidade;10000;Entregue
Luva;28/03/2020;310011;Tocantins;Unidade;6000;Entregue
Luva;28/03/2020;310011;Tocantins;Unidade;7000;Entregue
Luva;31/03/2020;310618;Tocantins;Unidade;4000;Entregue
Luva;31/03/2020;310618;Tocantins;Unidade;10000;Entregue
Luva;31/03/2020;310618;Tocantins;Unidade;8000;Entregue
Luva;31/03/2020;310618;Tocantins;Unidade;2000;Entregue
Luva;10/04/2020;311416;Tocantins;Unidade;4000;Entregue
Luva;10/04/2020;311416;Tocantins;Unidade;20000;Entregue
Luva;10/04/2020;311416;Tocantins;Unidade;10000;Entregue
Luva;10/04/2020;311416;Tocantins;Unidade;24000;Entregue
Luva;15/04/2020;311928;Tocantins;Unidade;18000;Entregue
Luva;15/04/2020;311928;Tocantins;Unidade;2000;Entregue
Luva;15/04/2020;311928;Tocantins;Unidade;2100;Entregue
Luva;15/04/2020;311928;Tocantins;Unidade;300;Entregue
Luva;30/04/2020;314036;Tocantins;Unidade;100;Entregue
Máscara Cirúrgica;21/03/2020;309238;Acre;Unidade;5000;Entregue
Máscara Cirúrgica;25/03/2020;309616;Acre;Unidade;10000;Entregue
Máscara Cirúrgica;28/03/2020;309979;Acre;Unidade;30000;Entregue
Máscara Cirúrgica;31/03/2020;310553;Acre;Unidade;19500;Entregue
Máscara Cirúrgica;15/04/2020;311901;Acre;Unidade;29100;Entregue
Máscara Cirúrgica;23/04/2020;312988;Acre;Unidade;10000;Entregue
Máscara Cirúrgica;30/04/2020;314018;Acre;Unidade;8000;Entregue
Máscara Cirúrgica;14/05/2020;315514;Acre;Unidade;41800;Entregue
Máscara Cirúrgica;22/05/2020;316476;Acre;Unidade;97100;Entregue
Máscara Cirúrgica;04/06/2020;317759;Acre;Unidade;52600;Entregue
Máscara Cirúrgica;04/06/2020;317759;Acre;Unidade;50000;Entregue
Máscara Cirúrgica;05/06/2020;317920;Acre;Unidade;21300;Entregue
Máscara Cirúrgica;10/06/2020;318262;Acre;Unidade;60700;Entregue
Máscara Cirúrgica;10/06/2020;318236;Acre;Unidade;12600;Entregue
Máscara Cirúrgica;29/06/2020;320571;Acre;Unidade;124400;Entregue
Máscara Cirúrgica;29/06/2020;320543;Acre;Unidade;25800;Entregue
Máscara Cirúrgica;21/03/2020;309241;Alagoas;Unidade;20000;Entregue
Máscara Cirúrgica;25/03/2020;309621;Alagoas;Unidade;55000;Entregue
Máscara Cirúrgica;28/03/2020;309983;Alagoas;Unidade;120000;Entregue
Máscara Cirúrgica;31/03/2020;310595;Alagoas;Unidade;37500;Entregue
Máscara Cirúrgica;23/04/2020;312992;Alagoas;Unidade;28000;Entregue
Máscara Cirúrgica;30/04/2020;314019;Alagoas;Unidade;30000;Entregue
Máscara Cirúrgica;14/05/2020;315535;Alagoas;Unidade;111400;Entregue
Máscara Cirúrgica;22/05/2020;316477;Alagoas;Unidade;296550;Entregue
Máscara Cirúrgica;04/06/2020;317760;Alagoas;Unidade;308700;Entregue
Máscara Cirúrgica;05/06/2020;317921;Alagoas;Unidade;66600;Entregue
Máscara Cirúrgica;10/06/2020;318264;Alagoas;Unidade;182700;Entregue
Máscara Cirúrgica;10/06/2020;318237;Alagoas;Unidade;39400;Entregue
Máscara Cirúrgica;29/06/2020;320572;Alagoas;Unidade;374100;Entregue
Máscara Cirúrgica;29/06/2020;320544;Alagoas;Unidade;80700;Entregue
Máscara Cirúrgica;21/03/2020;309242;Amapá;Unidade;5000;Entregue
Máscara Cirúrgica;25/03/2020;309615;Amapá;Unidade;10000;Entregue
Máscara Cirúrgica;28/03/2020;309985;Amapá;Unidade;30000;Entregue
Máscara Cirúrgica;31/03/2020;310593;Amapá;Unidade;17500;Entregue
Máscara Cirúrgica;15/04/2020;311926;Amapá;Unidade;26400;Entregue
Máscara Cirúrgica;23/04/2020;312993;Amapá;Unidade;10000;Entregue
Máscara Cirúrgica;30/04/2020;314020;Amapá;Unidade;18000;Entregue
Máscara Cirúrgica;14/05/2020;315538;Amapá;Unidade;41000;Entregue
Máscara Cirúrgica;22/05/2020;316483;Amapá;Unidade;49700;Entregue
Máscara Cirúrgica;22/05/2020;316483;Amapá;Unidade;41600;Entregue
Máscara Cirúrgica;28/05/2020;316928;Amapá;Unidade;50000;Entregue
Máscara Cirúrgica;04/06/2020;317762;Amapá;Unidade;14400;Entregue
Máscara Cirúrgica;04/06/2020;317762;Amapá;Unidade;68900;Entregue
Máscara Cirúrgica;05/06/2020;317923;Amapá;Unidade;34700;Entregue
Máscara Cirúrgica;10/06/2020;318266;Amapá;Unidade;49300;Entregue
Máscara Cirúrgica;10/06/2020;318239;Amapá;Unidade;20500;Entregue
Máscara Cirúrgica;29/06/2020;320574;Amapá;Unidade;100900;Entregue
Máscara Cirúrgica;29/06/2020;320546;Amapá;Unidade;42000;Entregue
Máscara Cirúrgica;21/03/2020;309243;Amazonas;Unidade;25000;Entregue
Máscara Cirúrgica;25/03/2020;309617;Amazonas;Unidade;65000;Entregue
Máscara Cirúrgica;28/03/2020;309984;Amazonas;Unidade;150000;Entregue
Máscara Cirúrgica;31/03/2020;310594;Amazonas;Unidade;52500;Entregue
Máscara Cirúrgica;15/04/2020;311904;Amazonas;Unidade;120300;Entregue
Máscara Cirúrgica;23/04/2020;312994;Amazonas;Unidade;30000;Entregue
Máscara Cirúrgica;23/04/2020;312994;Amazonas;Unidade;6000;Entregue
Máscara Cirúrgica;29/04/2020;313902;Amazonas;Unidade;40000;Entregue
Máscara Cirúrgica;14/05/2020;315536;Amazonas;Unidade;180300;Entregue
Máscara Cirúrgica;22/05/2020;316481;Amazonas;Unidade;453550;Entregue
Máscara Cirúrgica;04/06/2020;317761;Amazonas;Unidade;494300;Entregue
Máscara Cirúrgica;05/06/2020;317922;Amazonas;Unidade;80200;Entregue
Máscara Cirúrgica;10/06/2020;318265;Amazonas;Unidade;292500;Entregue
Máscara Cirúrgica;10/06/2020;318238;Amazonas;Unidade;47400;Entregue
Máscara Cirúrgica;29/06/2020;320573;Amazonas;Unidade;598900;Entregue
Máscara Cirúrgica;29/06/2020;320545;Amazonas;Unidade;97200;Entregue
Máscara Cirúrgica;21/03/2020;309264;Bahia;Unidade;105000;Entregue
Máscara Cirúrgica;25/03/2020;309623;Bahia;Unidade;157500;Entregue
Máscara Cirúrgica;25/03/2020;309623;Bahia;Unidade;127500;Entregue
Máscara Cirúrgica;28/03/2020;309986;Bahia;Unidade;532500;Entregue
Máscara Cirúrgica;31/03/2020;310596;Bahia;Unidade;172500;Entregue
Máscara Cirúrgica;15/04/2020;311905;Bahia;Unidade;10800;Entregue
Máscara Cirúrgica;15/04/2020;311905;Bahia;Unidade;163800;Entregue
Máscara Cirúrgica;15/04/2020;311905;Bahia;Unidade;234600;Entregue
Máscara Cirúrgica;23/04/2020;312995;Bahia;Unidade;126000;Entregue
Máscara Cirúrgica;30/04/2020;314022;Bahia;Unidade;136000;Entregue
Máscara Cirúrgica;14/05/2020;315540;Bahia;Unidade;557500;Entregue
Máscara Cirúrgica;22/05/2020;316485;Bahia;Unidade;1415300;Entregue
Máscara Cirúrgica;04/06/2020;317763;Bahia;Unidade;1636400;Entregue
Máscara Cirúrgica;05/06/2020;317924;Bahia;Unidade;153800;Entregue
Máscara Cirúrgica;10/06/2020;318267;Bahia;Unidade;968400;Entregue
Máscara Cirúrgica;10/06/2020;318241;Bahia;Unidade;91000;Entregue
Máscara Cirúrgica;29/06/2020;320575;Bahia;Unidade;1982800;Entregue
Máscara Cirúrgica;29/06/2020;320547;Bahia;Unidade;186400;Entregue
Máscara Cirúrgica;21/03/2020;309244;Ceará;Unidade;65000;Entregue
Máscara Cirúrgica;25/03/2020;309624;Ceará;Unidade;175000;Entregue
Máscara Cirúrgica;28/03/2020;309987;Ceará;Unidade;322500;Entregue
Máscara Cirúrgica;31/03/2020;310597;Ceará;Unidade;105000;Entregue
Máscara Cirúrgica;15/04/2020;311906;Ceará;Unidade;82800;Entregue
Máscara Cirúrgica;15/04/2020;311906;Ceará;Unidade;84000;Entregue
Máscara Cirúrgica;15/04/2020;311906;Ceará;Unidade;60000;Entregue
Máscara Cirúrgica;30/04/2020;314023;Ceará;Unidade;74000;Entregue
Máscara Cirúrgica;14/05/2020;315549;Ceará;Unidade;285900;Entregue
Máscara Cirúrgica;22/05/2020;316487;Ceará;Unidade;789700;Entregue
Máscara Cirúrgica;22/05/2020;316487;Ceará;Unidade;24900;Entregue
Máscara Cirúrgica;04/06/2020;317764;Ceará;Unidade;98100;Entregue
Máscara Cirúrgica;04/06/2020;317764;Ceará;Unidade;600000;Entregue
Máscara Cirúrgica;05/06/2020;317925;Ceará;Unidade;332400;Entregue
Máscara Cirúrgica;10/06/2020;318268;Ceará;Unidade;413100;Entregue
Máscara Cirúrgica;10/06/2020;318242;Ceará;Unidade;196700;Entregue
Máscara Cirúrgica;29/06/2020;320576;Ceará;Unidade;845900;Entregue
Máscara Cirúrgica;29/06/2020;320548;Ceará;Unidade;402800;Entregue
Máscara Cirúrgica;21/03/2020;309245;Distrito Federal;Unidade;20000;Entregue
Máscara Cirúrgica;25/03/2020;309631;Distrito Federal;Unidade;55000;Entregue
Máscara Cirúrgica;28/03/2020;309988;Distrito Federal;Unidade;105000;Entregue
Máscara Cirúrgica;31/03/2020;310598;Distrito Federal;Unidade;37500;Entregue
Máscara Cirúrgica;15/04/2020;311907;Distrito Federal;Unidade;80000;Entregue
Máscara Cirúrgica;15/04/2020;311907;Distrito Federal;Unidade;25300;Entregue
Máscara Cirúrgica;23/04/2020;312997;Distrito Federal;Unidade;32000;Entregue
Máscara Cirúrgica;30/04/2020;314024;Distrito Federal;Unidade;4000;Entregue
Máscara Cirúrgica;14/05/2020;315593;Distrito Federal;Unidade;109100;Entregue
Máscara Cirúrgica;14/05/2020;315593;Distrito Federal;Unidade;21600;Entregue
Máscara Cirúrgica;22/05/2020;316488;Distrito Federal;Unidade;362250;Entregue
Máscara Cirúrgica;04/06/2020;317767;Distrito Federal;Unidade;94000;Entregue
Máscara Cirúrgica;04/06/2020;317767;Distrito Federal;Unidade;365600;Entregue
Máscara Cirúrgica;10/06/2020;318269;Distrito Federal;Unidade;271900;Entregue
Máscara Cirúrgica;25/06/2020;320187;Distrito Federal;Unidade;40000;Entregue
Máscara Cirúrgica;29/06/2020;320577;Distrito Federal;Unidade;556900;Entregue
Máscara Cirúrgica;21/03/2020;309246;Espírito Santo;Unidade;25000;Entregue
Máscara Cirúrgica;25/03/2020;309635;Espírito Santo;Unidade;60000;Entregue
Máscara Cirúrgica;25/03/2020;309635;Espírito Santo;Unidade;5000;Entregue
Máscara Cirúrgica;28/03/2020;309989;Espírito Santo;Unidade;142500;Entregue
Máscara Cirúrgica;31/03/2020;310599;Espírito Santo;Unidade;45000;Entregue
Máscara Cirúrgica;15/04/2020;311908;Espírito Santo;Unidade;36000;Entregue
Máscara Cirúrgica;15/04/2020;311908;Espírito Santo;Unidade;54000;Entregue
Máscara Cirúrgica;15/04/2020;311908;Espírito Santo;Unidade;3500;Entregue
Máscara Cirúrgica;23/04/2020;312998;Espírito Santo;Unidade;36000;Entregue
Máscara Cirúrgica;30/04/2020;314025;Espírito Santo;Unidade;40000;Entregue
Máscara Cirúrgica;14/05/2020;315594;Espírito Santo;Unidade;153000;Entregue
Máscara Cirúrgica;14/05/2020;315594;Espírito Santo;Unidade;200;Entregue
Máscara Cirúrgica;22/05/2020;316490;Espírito Santo;Unidade;380600;Entregue
Máscara Cirúrgica;04/06/2020;317769;Espírito Santo;Unidade;5600;Entregue
Máscara Cirúrgica;04/06/2020;317769;Espírito Santo;Unidade;308500;Entregue
Máscara Cirúrgica;04/06/2020;317769;Espírito Santo;Unidade;111600;Entregue
Máscara Cirúrgica;05/06/2020;317926;Espírito Santo;Unidade;29400;Entregue
Máscara Cirúrgica;10/06/2020;318270;Espírito Santo;Unidade;267900;Entregue
Máscara Cirúrgica;10/06/2020;318243;Espírito Santo;Unidade;17400;Entregue
Máscara Cirúrgica;29/06/2020;320578;Espírito Santo;Unidade;548500;Entregue
Máscara Cirúrgica;29/06/2020;320549;Espírito Santo;Unidade;35600;Entregue
Máscara Cirúrgica;21/03/2020;309247;Goiás;Unidade;50000;Entregue
Máscara Cirúrgica;25/03/2020;309632;Goiás;Unidade;135000;Entregue
Máscara Cirúrgica;28/03/2020;309990;Goiás;Unidade;247500;Entregue
Máscara Cirúrgica;31/03/2020;310600;Goiás;Unidade;82000;Entregue
Máscara Cirúrgica;31/03/2020;310600;Goiás;Unidade;500;Entregue
Máscara Cirúrgica;15/04/2020;311909;Goiás;Unidade;173400;Entregue
Máscara Cirúrgica;23/04/2020;312999;Goiás;Unidade;50400;Entregue
Máscara Cirúrgica;30/04/2020;314026;Goiás;Unidade;58000;Entregue
Máscara Cirúrgica;14/05/2020;315595;Goiás;Unidade;700;Entregue
Máscara Cirúrgica;14/05/2020;315595;Goiás;Unidade;254000;Entregue
Máscara Cirúrgica;22/05/2020;316491;Goiás;Unidade;601700;Entregue
Máscara Cirúrgica;04/06/2020;317781;Goiás;Unidade;586000;Entregue
Máscara Cirúrgica;05/06/2020;317927;Goiás;Unidade;176700;Entregue
Máscara Cirúrgica;10/06/2020;318271;Goiás;Unidade;346700;Entregue
Máscara Cirúrgica;10/06/2020;318244;Goiás;Unidade;104600;Entregue
Máscara Cirúrgica;29/06/2020;320579;Goiás;Unidade;710000;Entregue
Máscara Cirúrgica;29/06/2020;320550;Goiás;Unidade;214200;Entregue
Máscara Cirúrgica;21/03/2020;309248;Maranhão;Unidade;50000;Entregue
Máscara Cirúrgica;25/03/2020;309625;Maranhão;Unidade;135000;Entregue
Máscara Cirúrgica;28/03/2020;309991;Maranhão;Unidade;255000;Entregue
Máscara Cirúrgica;31/03/2020;310601;Maranhão;Unidade;82500;Entregue
Máscara Cirúrgica;15/04/2020;311910;Maranhão;Unidade;130000;Entregue
Máscara Cirúrgica;15/04/2020;311910;Maranhão;Unidade;22050;Entregue
Máscara Cirúrgica;23/04/2020;313000;Maranhão;Unidade;57600;Entregue
Máscara Cirúrgica;30/04/2020;314027;Maranhão;Unidade;62000;Entregue
Máscara Cirúrgica;14/05/2020;315596;Maranhão;Unidade;300;Entregue
Máscara Cirúrgica;14/05/2020;315596;Maranhão;Unidade;280000;Entregue
Máscara Cirúrgica;22/05/2020;316493;Maranhão;Unidade;695000;Entregue
Máscara Cirúrgica;04/06/2020;317782;Maranhão;Unidade;322100;Entregue
Máscara Cirúrgica;04/06/2020;317782;Maranhão;Unidade;432200;Entregue
Máscara Cirúrgica;05/06/2020;317928;Maranhão;Unidade;126500;Entregue
Máscara Cirúrgica;10/06/2020;318272;Maranhão;Unidade;446400;Entregue
Máscara Cirúrgica;10/06/2020;318245;Maranhão;Unidade;74800;Entregue
Máscara Cirúrgica;29/06/2020;320580;Maranhão;Unidade;914000;Entregue
Máscara Cirúrgica;29/06/2020;320551;Maranhão;Unidade;153200;Entregue
Máscara Cirúrgica;21/03/2020;309249;Mato Grosso;Unidade;25000;Entregue
Máscara Cirúrgica;25/03/2020;309634;Mato Grosso;Unidade;60000;Entregue
Máscara Cirúrgica;25/03/2020;309634;Mato Grosso;Unidade;5000;Entregue
Máscara Cirúrgica;28/03/2020;309994;Mato Grosso;Unidade;127500;Entregue
Máscara Cirúrgica;31/03/2020;310602;Mato Grosso;Unidade;37500;Entregue
Máscara Cirúrgica;15/04/2020;311911;Mato Grosso;Unidade;93900;Entregue
Máscara Cirúrgica;23/04/2020;313001;Mato Grosso;Unidade;16800;Entregue
Máscara Cirúrgica;30/04/2020;314028;Mato Grosso;Unidade;30000;Entregue
Máscara Cirúrgica;14/05/2020;315602;Mato Grosso;Unidade;1000;Entregue
Máscara Cirúrgica;14/05/2020;315602;Mato Grosso;Unidade;128000;Entregue
Máscara Cirúrgica;22/05/2020;316498;Mato Grosso;Unidade;311700;Entregue
Máscara Cirúrgica;04/06/2020;317785;Mato Grosso;Unidade;325300;Entregue
Máscara Cirúrgica;05/06/2020;317931;Mato Grosso;Unidade;69100;Entregue
Máscara Cirúrgica;10/06/2020;318276;Mato Grosso;Unidade;192500;Entregue
Máscara Cirúrgica;10/06/2020;318230;Mato Grosso;Unidade;40900;Entregue
Máscara Cirúrgica;29/06/2020;320583;Mato Grosso;Unidade;394200;Entregue
Máscara Cirúrgica;29/06/2020;320554;Mato Grosso;Unidade;83700;Entregue
Máscara Cirúrgica;21/03/2020;309250;Mato Grosso do Sul;Unidade;15000;Entregue
Máscara Cirúrgica;25/03/2020;309633;Mato Grosso do Sul;Unidade;5000;Entregue
Máscara Cirúrgica;25/03/2020;309633;Mato Grosso do Sul;Unidade;37500;Entregue
Máscara Cirúrgica;28/03/2020;309993;Mato Grosso do Sul;Unidade;97500;Entregue
Máscara Cirúrgica;31/03/2020;310603;Mato Grosso do Sul;Unidade;30000;Entregue
Máscara Cirúrgica;15/04/2020;311912;Mato Grosso do Sul;Unidade;100500;Entregue
Máscara Cirúrgica;30/04/2020;314029;Mato Grosso do Sul;Unidade;32000;Entregue
Máscara Cirúrgica;14/05/2020;315600;Mato Grosso do Sul;Unidade;128000;Entregue
Máscara Cirúrgica;14/05/2020;315600;Mato Grosso do Sul;Unidade;900;Entregue
Máscara Cirúrgica;22/05/2020;316496;Mato Grosso do Sul;Unidade;319400;Entregue
Máscara Cirúrgica;04/06/2020;317784;Mato Grosso do Sul;Unidade;241200;Entregue
Máscara Cirúrgica;05/06/2020;317930;Mato Grosso do Sul;Unidade;163800;Entregue
Máscara Cirúrgica;10/06/2020;318274;Mato Grosso do Sul;Unidade;142700;Entregue
Máscara Cirúrgica;10/06/2020;318247;Mato Grosso do Sul;Unidade;96900;Entregue
Máscara Cirúrgica;29/06/2020;320582;Mato Grosso do Sul;Unidade;292200;Entregue
Máscara Cirúrgica;29/06/2020;320553;Mato Grosso do Sul;Unidade;66000;Entregue
Máscara Cirúrgica;29/06/2020;320553;Mato Grosso do Sul;Unidade;132500;Entregue
Máscara Cirúrgica;21/03/2020;309251;Minas Gerais;Unidade;150000;Entregue
Máscara Cirúrgica;25/03/2020;309636;Minas Gerais;Unidade;412500;Entregue
Máscara Cirúrgica;28/03/2020;309992;Minas Gerais;Unidade;757500;Entregue
Máscara Cirúrgica;31/03/2020;310604;Minas Gerais;Unidade;247500;Entregue
Máscara Cirúrgica;15/04/2020;311913;Minas Gerais;Unidade;526200;Entregue
Máscara Cirúrgica;15/04/2020;311913;Minas Gerais;Unidade;171600;Entregue
Máscara Cirúrgica;23/04/2020;313003;Minas Gerais;Unidade;216000;Entregue
Máscara Cirúrgica;30/04/2020;314030;Minas Gerais;Unidade;232000;Entregue
Máscara Cirúrgica;14/05/2020;315598;Minas Gerais;Unidade;21300;Entregue
Máscara Cirúrgica;14/05/2020;315598;Minas Gerais;Unidade;793000;Entregue
Máscara Cirúrgica;14/05/2020;315598;Minas Gerais;Unidade;23000;Entregue
Máscara Cirúrgica;22/05/2020;316494;Minas Gerais;Unidade;2032350;Entregue
Máscara Cirúrgica;04/06/2020;317783;Minas Gerais;Unidade;2164400;Entregue
Máscara Cirúrgica;05/06/2020;317929;Minas Gerais;Unidade;404800;Entregue
Máscara Cirúrgica;10/06/2020;318273;Minas Gerais;Unidade;1280800;Entregue
Máscara Cirúrgica;10/06/2020;318246;Minas Gerais;Unidade;239600;Entregue
Máscara Cirúrgica;29/06/2020;320581;Minas Gerais;Unidade;2622600;Entregue
Máscara Cirúrgica;29/06/2020;320552;Minas Gerais;Unidade;490500;Entregue
Máscara Cirúrgica;20/03/2020;309135;Outros Órgãos Federais;Unidade;15000;Entregue
Máscara Cirúrgica;20/03/2020;309109;Outros Órgãos Federais;Unidade;36400;Entregue
Máscara Cirúrgica;20/03/2020;309107;Outros Órgãos Federais;Unidade;14700;Entregue
Máscara Cirúrgica;20/03/2020;309099;Outros Órgãos Federais;Unidade;14000;Entregue
Máscara Cirúrgica;20/03/2020;309092;Outros Órgãos Federais;Unidade;62300;Entregue
Máscara Cirúrgica;20/03/2020;309104;Outros Órgãos Federais;Unidade;28600;Entregue
Máscara Cirúrgica;20/03/2020;309144;Outros Órgãos Federais;Unidade;7100;Entregue
Máscara Cirúrgica;20/03/2020;309146;Outros Órgãos Federais;Unidade;23300;Entregue
Máscara Cirúrgica;20/03/2020;309095;Outros Órgãos Federais;Unidade;350;Entregue
Máscara Cirúrgica;21/03/2020;309256;Outros Órgãos Federais;Unidade;120000;Entregue
Máscara Cirúrgica;23/03/2020;309355;Outros Órgãos Federais;Unidade;210000;Entregue
Máscara Cirúrgica;25/03/2020;309655;Outros Órgãos Federais;Unidade;52500;Entregue
Máscara Cirúrgica;25/03/2020;309655;Outros Órgãos Federais;Unidade;82500;Entregue
Máscara Cirúrgica;25/03/2020;309655;Outros Órgãos Federais;Unidade;13250;Entregue
Máscara Cirúrgica;25/03/2020;309597;Outros Órgãos Federais;Unidade;30000;Entregue
Máscara Cirúrgica;25/03/2020;309606;Outros Órgãos Federais;Unidade;20000;Entregue
Máscara Cirúrgica;25/03/2020;309591;Outros Órgãos Federais;Unidade;30000;Entregue
